brazilian,british,cajun_creole,chinese,filipino,french,greek,indian,irish,italian,jamaican,japanese,korean,mexican,moroccan,russian,southern_us,spanish,thai,vietnamese,n_zeros,max_score,class
0.02,0.06,0.01,0.16,0.01,0.01,0.0,0.03,0.05,0.11,0.0,0.06,0.21,0.08,0.0,0.01,0.12,0.03,0.03,0.0,4,0.21,valid
0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.77,0.0,0.0,0.01,0.04,0.0,0.06,0.01,0.0,0.03,0.01,0.01,0.01,8,0.77,invalid
0.02,0.03,0.05,0.02,0.0,0.05158351757542689,0.01,0.038416482424573115,0.03,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.69,0.01,0.0,0.0,8,0.69,invalid
0.01,0.02,0.03,0.02,0.07,0.0,0.0,0.2,0.01,0.08,0.02,0.07,0.02,0.14,0.04,0.07,0.13,0.03,0.03,0.01,2,0.2,invalid
0.0,0.0,0.0,0.01,0.0,0.05,0.2,0.02,0.02,0.53,0.0,0.01,0.0,0.02,0.01,0.02,0.05,0.06,0.0,0.0,8,0.53,valid
0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.0,0.14,0.01,0.0,0.03,0.7,0.0,0.02,9,0.7,valid
0.0,0.0,0.0,0.42,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.25,0.2,0.0,0.0,0.0,0.04,0.0,0.04,0.0,11,0.42,invalid
0.01,0.01,0.0,0.0,0.06,0.0,0.0,0.76,0.0,0.03,0.0,0.03,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,12,0.76,valid
0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.65,0.02,0.03,0.0,0.11,0.02,0.1,0.0,0.0,0.01,0.0,0.0,0.02,11,0.65,invalid
0.06,0.09,0.0,0.03,0.02,0.1,0.03,0.02,0.04,0.32,0.01,0.04,0.0,0.06,0.0,0.0,0.11,0.05,0.01,0.01,4,0.32,invalid
0.01,0.02,0.0,0.02,0.0,0.01,0.06,0.17,0.03,0.01,0.0,0.04,0.02,0.44,0.0,0.08,0.02,0.04,0.02,0.01,4,0.44,invalid
0.01,0.01,0.02,0.03,0.0,0.04,0.04,0.3,0.0,0.11,0.01,0.0,0.0,0.13,0.05,0.0,0.11,0.0,0.01,0.13,6,0.3,invalid
0.0,0.02,0.02,0.08,0.0,0.02,0.01,0.44,0.02,0.04,0.01,0.1,0.0,0.04,0.0,0.03,0.15,0.01,0.01,0.0,5,0.44,valid
0.0,0.0,0.01,0.49,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.1,0.09,0.06,0.0,0.0,0.01,0.01,0.09,0.1,7,0.49,invalid
0.0,0.01,0.04,0.12,0.05,0.0,0.04,0.25,0.0,0.12,0.0,0.03,0.02,0.09,0.01,0.01,0.18,0.0,0.01,0.02,5,0.25,valid
0.01,0.04,0.03,0.02,0.02,0.11,0.05,0.03,0.02,0.18,0.01,0.0,0.0,0.02,0.01,0.02,0.42,0.01,0.0,0.0,4,0.42,invalid
0.0,0.0,0.0,0.04,0.08,0.0,0.03,0.34,0.01,0.07,0.03,0.03,0.0,0.08,0.0,0.01,0.24,0.04,0.0,0.0,8,0.34,invalid
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.89,0.0,0.02,0.0,0.04,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,13,0.89,valid
0.02,0.0,0.0,0.0,0.02,0.02,0.04,0.12,0.0,0.07,0.0,0.0,0.0,0.37,0.28,0.0,0.04,0.02,0.0,0.0,10,0.37,invalid
0.0,0.02,0.01,0.02,0.01,0.03,0.0,0.7,0.02,0.03,0.0,0.1,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.01,6,0.7,valid
0.0,0.01,0.01,0.02,0.0,0.03,0.01,0.58,0.0,0.0,0.01,0.09,0.0,0.17,0.01,0.01,0.05,0.0,0.0,0.0,8,0.58,invalid
0.01,0.0,0.0,0.02,0.03,0.13,0.02,0.03,0.04,0.17,0.0,0.15,0.01,0.04,0.0,0.0,0.3,0.03,0.02,0.0,6,0.3,invalid
0.0,0.01,0.02,0.16,0.0,0.01,0.0,0.01,0.03,0.16,0.01,0.05,0.07,0.11,0.0,0.02,0.27,0.03,0.0,0.04,5,0.27,valid
0.0,0.0,0.0,0.07,0.01,0.04,0.01,0.03,0.0,0.27,0.0,0.0,0.01,0.16,0.02,0.01,0.34,0.01,0.02,0.0,7,0.34,invalid
0.0,0.01,0.0,0.06,0.04,0.02,0.0,0.75,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.0,10,0.75,valid
0.0,0.02,0.01,0.01,0.02,0.0,0.0,0.75,0.0,0.01,0.0,0.06,0.0,0.08,0.0,0.03,0.01,0.0,0.0,0.0,10,0.75,invalid
0.0,0.0,0.01,0.02,0.01,0.07,0.22,0.09,0.0,0.13,0.01,0.05,0.04,0.09,0.01,0.11,0.08,0.05,0.0,0.01,4,0.22,invalid
0.02,0.0,0.01,0.09,0.05,0.03,0.0,0.21,0.02,0.31,0.04,0.0,0.0,0.04,0.01,0.0,0.14,0.0,0.0,0.03,7,0.31,invalid
0.03,0.0,0.0,0.07,0.01,0.14,0.01,0.29,0.0,0.11,0.0,0.04,0.03,0.05,0.02,0.01,0.09,0.0,0.06,0.04,5,0.29,invalid
0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.86,0.01,0.02,0.0,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,13,0.86,invalid
0.07,0.14,0.02,0.02,0.05,0.04694856577645895,0.01,0.003051434223541048,0.03,0.14,0.0,0.05,0.0,0.03,0.06,0.04,0.29,0.0,0.0,0.0,5,0.29,invalid
0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.07,0.0,0.64,0.03,0.1,0.0,0.0,0.09,0.0,0.0,0.0,12,0.64,invalid
0.0,0.0,0.01,0.0,0.0,0.13,0.11,0.01,0.0,0.63,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.07,0.0,0.0,12,0.63,invalid
0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.68,0.0,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.23,0.0,0.0,0.0,12,0.68,valid
0.0,0.03,0.03,0.01,0.0,0.08,0.0,0.02,0.04,0.05,0.0,0.0,0.0,0.05,0.01,0.0,0.68,0.0,0.0,0.0,10,0.68,invalid
0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.79,0.0,0.01,0.0,0.05,0.0,0.04,0.0,0.0,0.04,0.01,0.0,0.02,9,0.79,invalid
0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.03,0.01,0.67,0.0,0.0,0.03,0.03,0.04,0.01,9,0.67,valid
0.0,0.01,0.0,0.08,0.02,0.11,0.0,0.26,0.04,0.09,0.0,0.05,0.0,0.06,0.0,0.07,0.18,0.01,0.02,0.0,7,0.26,valid
0.0,0.02,0.0,0.05,0.01,0.04,0.01,0.45,0.0,0.05,0.01,0.17,0.0,0.04,0.0,0.01,0.09,0.01,0.03,0.01,5,0.45,valid
0.0,0.17,0.01,0.02,0.02,0.07,0.02,0.0,0.14,0.2,0.01,0.0,0.0,0.16,0.0,0.02,0.14,0.0,0.02,0.0,7,0.2,valid
0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.34,0.0,0.14,0.02,0.01,0.0,0.39,0.0,0.02,0.03,0.0,0.0,0.0,9,0.39,valid
0.04,0.02,0.01,0.02,0.0,0.07,0.0,0.36,0.02,0.05,0.02,0.18,0.0,0.02,0.02,0.05,0.1,0.01,0.0,0.01,4,0.36,invalid
0.0,0.0,0.03,0.17,0.29,0.0,0.03,0.02,0.01,0.16,0.01,0.05,0.09,0.08,0.0,0.0,0.01,0.0,0.05,0.0,7,0.29,invalid
0.0,0.24,0.02,0.04,0.0,0.07774876022576846,0.03,0.03225123977423154,0.08,0.15,0.0,0.16,0.01,0.02,0.0,0.0,0.14,0.0,0.0,0.0,8,0.24,invalid
0.01,0.0,0.0,0.32,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.44,0.15,0.0,0.0,0.0,0.01,0.0,0.03,0.0,11,0.44,invalid
0.0,0.02,0.04,0.02,0.04,0.05,0.0,0.03,0.13,0.11,0.0,0.01,0.0,0.02,0.02,0.01,0.48,0.02,0.0,0.0,6,0.48,invalid
0.03,0.03,0.03,0.0,0.0,0.04,0.02,0.08,0.04,0.34,0.02,0.0,0.0,0.03,0.03,0.0,0.02,0.29,0.0,0.0,7,0.34,invalid
0.0,0.02,0.04,0.01,0.0,0.04,0.07,0.0,0.0,0.43,0.0,0.02,0.01,0.07,0.0,0.02,0.1,0.17,0.0,0.0,8,0.43,invalid
0.02,0.15,0.0,0.0,0.0,0.25,0.03,0.0,0.03,0.25,0.0,0.0,0.0,0.05,0.0,0.07,0.14,0.01,0.0,0.0,10,0.25,invalid
0.01,0.05,0.08,0.04,0.0,0.16,0.0,0.02,0.14,0.11,0.01,0.0,0.01,0.07,0.01,0.08,0.21,0.0,0.0,0.0,6,0.21,invalid
0.0,0.01,0.02,0.01,0.12,0.03,0.0,0.48,0.0,0.01,0.1,0.0,0.0,0.08,0.0,0.01,0.1,0.01,0.02,0.0,7,0.48,valid
0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.56,0.0,0.01,0.11,0.09,0.0,0.14,0.0,0.0,0.02,0.03,0.0,0.01,11,0.56,valid
0.02,0.06,0.01,0.05,0.0,0.03,0.02,0.05,0.03,0.07,0.07,0.14,0.0,0.08,0.03,0.01,0.27,0.06,0.0,0.0,4,0.27,valid
0.0,0.01,0.0,0.17,0.56,0.01,0.0,0.01,0.0,0.03,0.0,0.11,0.01,0.03,0.01,0.0,0.0,0.0,0.01,0.04,8,0.56,valid
0.0,0.02,0.0,0.07,0.0,0.03,0.09,0.26,0.03,0.05,0.01,0.15,0.06,0.06,0.0,0.0,0.12,0.02,0.02,0.01,5,0.26,invalid
0.0,0.0,0.01,0.01,0.0,0.04,0.11,0.1,0.0,0.13,0.18,0.01,0.01,0.06,0.0,0.03,0.21,0.01,0.0,0.09,6,0.21,invalid
0.01,0.32,0.0,0.0,0.0,0.08,0.08,0.0,0.09,0.19,0.0,0.03,0.0,0.05,0.01,0.01,0.11,0.0,0.02,0.0,8,0.32,valid
0.0,0.26,0.0,0.03,0.01,0.01,0.02,0.0,0.06,0.06,0.0,0.0,0.0,0.07,0.0,0.11,0.36,0.01,0.0,0.0,9,0.36,invalid
0.0,0.09,0.05,0.03,0.01,0.03,0.03,0.02,0.09,0.08,0.12,0.0,0.01,0.1,0.0,0.04,0.25,0.04,0.01,0.0,4,0.25,invalid
0.02,0.01,0.0,0.03,0.01,0.03,0.01,0.01,0.01,0.17,0.06,0.01,0.0,0.3,0.01,0.0,0.17,0.15,0.0,0.0,5,0.3,valid
0.01,0.0,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.42,0.0,0.0,0.0,0.35,0.06,0.01,0.01,0.05,0.0,0.02,7,0.42,invalid
0.08,0.01,0.05,0.0,0.1,0.16799223343157238,0.0,0.19200776656842758,0.03,0.15,0.01,0.01,0.0,0.03,0.02,0.01,0.13,0.0,0.0,0.01,5,0.19200776656842758,invalid
0.01,0.13,0.01,0.0,0.0,0.02,0.0,0.25,0.05,0.07,0.07,0.01,0.0,0.1,0.0,0.01,0.25,0.01,0.0,0.01,6,0.25,valid
0.0,0.0,0.01,0.03,0.03,0.02,0.0,0.66,0.0,0.0,0.01,0.08,0.0,0.08,0.02,0.01,0.02,0.0,0.02,0.01,7,0.66,valid
0.0,0.02,0.03,0.0,0.0,0.14,0.0,0.23,0.01,0.07,0.02,0.0,0.0,0.12,0.0,0.0,0.34,0.0,0.02,0.0,10,0.34,valid
0.02,0.0,0.0,0.01,0.02,0.01,0.0,0.2,0.0,0.24,0.01,0.03,0.0,0.35,0.03,0.01,0.05,0.0,0.01,0.01,6,0.35,valid
0.05,0.01,0.01,0.0,0.01,0.01,0.02,0.43,0.02,0.09,0.0,0.03,0.0,0.22,0.0,0.0,0.09,0.0,0.01,0.0,7,0.43,invalid
0.0,0.0,0.01,0.03,0.03,0.0,0.0,0.88,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,12,0.88,valid
0.03,0.09,0.01,0.06,0.02,0.12,0.01,0.1,0.08,0.09,0.01,0.02,0.02,0.13,0.0,0.06,0.14,0.01,0.0,0.0,3,0.14,invalid
0.09,0.13,0.0,0.01,0.08,0.17,0.0,0.03,0.03,0.1,0.14,0.01,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.02,7,0.17,invalid
0.01,0.02,0.01,0.1,0.01,0.01,0.01,0.45,0.0,0.09,0.02,0.05,0.03,0.1,0.01,0.0,0.04,0.0,0.03,0.01,3,0.45,valid
0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.83,0.0,0.02,0.0,0.04,0.0,0.01,0.02,0.0,0.03,0.0,0.03,0.0,11,0.83,valid
0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.68,0.0,0.01,0.0,0.04,0.01,0.07,0.02,0.0,0.05,0.01,0.01,0.0,9,0.68,invalid
0.03,0.01,0.02,0.01,0.05,0.08,0.04,0.07,0.0,0.28,0.01,0.0,0.0,0.31,0.0,0.0,0.08,0.01,0.0,0.0,7,0.31,valid
0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.89,0.0,0.01,0.01,0.03,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,13,0.89,valid
0.01,0.11,0.03,0.0,0.01,0.20972714346377144,0.02,0.040272856536228564,0.11,0.17,0.0,0.0,0.01,0.14,0.0,0.03,0.1,0.0,0.01,0.0,6,0.20972714346377144,invalid
0.01,0.1,0.04,0.1,0.0,0.03,0.02,0.01,0.03,0.06,0.02,0.01,0.02,0.19,0.01,0.05,0.29,0.01,0.0,0.0,3,0.29,invalid
0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.58,0.0,0.03,0.0,0.03,0.01,0.19,0.0,0.02,0.04,0.0,0.04,0.01,8,0.58,valid
0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.13,0.0,0.17,0.01,0.0,0.0,0.55,0.04,0.0,0.01,0.02,0.02,0.02,8,0.55,invalid
0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.83,0.0,0.03,0.01,0.02,0.02,0.0,0.0,0.02,0.04,0.0,0.0,0.01,10,0.83,valid
0.19,0.0,0.01,0.01,0.01,0.14,0.07,0.0,0.0,0.25,0.01,0.02,0.0,0.1,0.0,0.0,0.17,0.01,0.01,0.0,7,0.25,invalid
0.04,0.0,0.02,0.11,0.08,0.05,0.01,0.22,0.01,0.12,0.08,0.07,0.01,0.01,0.02,0.03,0.1,0.01,0.0,0.01,2,0.22,invalid
0.02,0.05,0.02,0.04,0.02,0.0,0.0,0.67,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.0,0.02,0.02,0.0,0.0,9,0.67,invalid
0.01,0.02,0.02,0.12,0.0,0.04,0.01,0.06,0.21,0.2,0.02,0.03,0.05,0.04,0.0,0.01,0.11,0.02,0.02,0.01,2,0.21,invalid
0.0,0.01,0.02,0.16,0.02,0.01,0.0,0.44,0.02,0.06,0.01,0.06,0.02,0.07,0.0,0.02,0.06,0.0,0.01,0.01,4,0.44,invalid
0.0,0.0,0.02,0.05,0.0,0.0,0.3,0.22,0.03,0.05,0.0,0.08,0.0,0.1,0.0,0.04,0.08,0.02,0.01,0.0,8,0.3,invalid
0.0,0.04,0.0,0.04,0.03,0.06,0.01,0.62,0.01,0.01,0.0,0.04,0.0,0.04,0.02,0.02,0.04,0.02,0.0,0.0,6,0.62,valid
0.0,0.04,0.01,0.02,0.0,0.12707855646175598,0.0,0.15292144353824402,0.02,0.1,0.02,0.0,0.0,0.16,0.0,0.02,0.29,0.0,0.02,0.02,7,0.29,invalid
0.02,0.05,0.07,0.03,0.0,0.31,0.0,0.01,0.07,0.2,0.0,0.01,0.0,0.04,0.0,0.01,0.17,0.0,0.0,0.01,7,0.31,invalid
0.04,0.0,0.01,0.07,0.55,0.0,0.0,0.14,0.0,0.0,0.03,0.02,0.01,0.03,0.01,0.02,0.0,0.0,0.04,0.03,7,0.55,valid
0.0,0.02,0.01,0.01,0.01,0.07,0.01,0.21,0.01,0.08,0.0,0.0,0.01,0.15,0.03,0.02,0.27,0.03,0.01,0.05,3,0.27,invalid
0.02,0.05,0.03,0.02,0.03,0.0,0.0,0.17,0.01,0.02,0.01,0.01,0.0,0.54,0.0,0.01,0.06,0.0,0.01,0.01,5,0.54,invalid
0.0,0.0,0.0,0.09,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.61,0.15,0.07,0.0,0.0,0.02,0.0,0.01,0.0,12,0.61,valid
0.03,0.0,0.19,0.0,0.03,0.19,0.01,0.01,0.07,0.21,0.0,0.01,0.0,0.07,0.03,0.02,0.12,0.01,0.0,0.0,6,0.21,valid
0.01,0.03,0.01,0.14,0.0,0.01,0.0,0.04,0.0,0.02,0.0,0.11,0.03,0.2,0.0,0.0,0.01,0.02,0.32,0.05,6,0.32,invalid
0.03,0.06,0.0,0.06,0.0,0.17,0.0,0.09,0.05,0.03,0.02,0.04,0.0,0.02,0.0,0.23,0.17,0.01,0.02,0.0,6,0.23,valid
0.0,0.2,0.0,0.02,0.0,0.21,0.0,0.12,0.03,0.07,0.0,0.0,0.0,0.06,0.0,0.01,0.26,0.01,0.01,0.0,9,0.26,invalid
0.01,0.24,0.01,0.0,0.0,0.07,0.0,0.01,0.07,0.01,0.02,0.01,0.0,0.07,0.0,0.03,0.45,0.0,0.0,0.0,8,0.45,invalid
0.0,0.01,0.02,0.31,0.16,0.01,0.01,0.12,0.01,0.02,0.01,0.22,0.04,0.0,0.0,0.0,0.02,0.0,0.03,0.01,5,0.31,valid
0.02,0.04,0.0,0.04,0.03,0.1,0.02,0.23,0.0,0.02,0.04,0.03,0.0,0.08,0.02,0.0,0.27,0.02,0.0,0.04,5,0.27,invalid
0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.6,0.2,0.0,0.01,0.04,0.0,0.01,0.0,0.06,0.04,0.0,0.0,0.0,10,0.6,valid
0.0,0.01,0.0,0.22,0.0,0.04,0.04,0.04,0.0,0.12,0.0,0.07,0.12,0.11,0.06,0.01,0.07,0.04,0.05,0.0,6,0.22,invalid
0.0,0.0,0.0,0.03,0.0,0.05,0.01,0.54,0.04,0.05,0.01,0.07,0.0,0.02,0.12,0.01,0.02,0.01,0.01,0.01,5,0.54,valid
0.0,0.0,0.09,0.05,0.18,0.0,0.0,0.2,0.1,0.01,0.01,0.04,0.06,0.11,0.0,0.02,0.07,0.0,0.02,0.04,6,0.2,invalid
0.02,0.0,0.03,0.01,0.02,0.02,0.0,0.04,0.01,0.56,0.01,0.01,0.0,0.09,0.01,0.08,0.09,0.0,0.0,0.0,6,0.56,invalid
0.01,0.0,0.01,0.25,0.07,0.01,0.0,0.15,0.03,0.03,0.01,0.04,0.25,0.02,0.04,0.01,0.02,0.0,0.02,0.03,3,0.25,valid
0.01,0.06,0.0,0.04,0.02,0.02,0.0,0.17,0.03,0.16,0.01,0.03,0.0,0.04,0.04,0.02,0.31,0.02,0.01,0.01,3,0.31,valid
0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.02,0.01,0.1,0.01,0.0,0.0,0.8,0.0,0.0,0.02,0.0,0.0,0.0,11,0.8,invalid
0.0,0.0,0.0,0.06,0.02,0.01,0.0,0.71,0.0,0.0,0.01,0.08,0.0,0.03,0.02,0.01,0.02,0.01,0.01,0.01,7,0.71,invalid
0.0,0.0,0.0,0.01,0.01,0.07,0.01,0.29,0.02,0.24,0.0,0.01,0.01,0.02,0.13,0.02,0.09,0.03,0.02,0.02,4,0.29,invalid
0.0,0.01,0.02,0.0,0.0,0.02,0.0,0.84,0.01,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.02,0.0,0.0,9,0.84,valid
0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.8,0.01,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,13,0.8,valid
0.0,0.02,0.01,0.02,0.02,0.02,0.0,0.51,0.02,0.05,0.02,0.06,0.0,0.0,0.0,0.07,0.18,0.0,0.0,0.0,8,0.51,invalid
0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.88,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,15,0.88,valid
0.08,0.0,0.0,0.03,0.0,0.01,0.1,0.09,0.0,0.08,0.09,0.1,0.03,0.25,0.01,0.0,0.03,0.02,0.02,0.06,5,0.25,invalid
0.01,0.09,0.01,0.0,0.04,0.03,0.03,0.06,0.1,0.1,0.01,0.04,0.02,0.11,0.0,0.01,0.3,0.03,0.01,0.0,3,0.3,invalid
0.22,0.1,0.04,0.0,0.01,0.07,0.09,0.0,0.01,0.18,0.02,0.02,0.0,0.08,0.0,0.0,0.09,0.02,0.0,0.05,6,0.22,invalid
0.0,0.03,0.0,0.03,0.02,0.01,0.02,0.0,0.0,0.44,0.0,0.0,0.0,0.01,0.0,0.02,0.39,0.03,0.0,0.0,10,0.44,invalid
0.02,0.0,0.01,0.0,0.09,0.0,0.0,0.71,0.0,0.04,0.0,0.03,0.0,0.05,0.02,0.0,0.0,0.01,0.01,0.01,9,0.71,invalid
0.0,0.0,0.0,0.06,0.04,0.0,0.01,0.43,0.0,0.05,0.01,0.01,0.0,0.35,0.0,0.0,0.02,0.0,0.02,0.0,10,0.43,invalid
0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.89,0.02,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,14,0.89,valid
0.14,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.01,0.0,0.0,14,0.45,valid
0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.75,0.02,0.0,0.01,0.04,0.0,0.01,0.0,0.0,0.12,0.01,0.01,0.0,9,0.75,valid
0.0,0.0,0.0,0.82,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.01,0.03,0.02,13,0.82,invalid
0.0,0.01,0.01,0.11,0.01,0.0,0.0,0.57,0.0,0.06,0.03,0.03,0.03,0.04,0.0,0.01,0.06,0.03,0.0,0.0,7,0.57,valid
0.02,0.08,0.01,0.01,0.0,0.05,0.01,0.45,0.03,0.07,0.0,0.04,0.0,0.03,0.01,0.0,0.14,0.01,0.04,0.0,5,0.45,invalid
0.01,0.01,0.03,0.0,0.01,0.07,0.04,0.16,0.15,0.23,0.0,0.03,0.01,0.05,0.0,0.07,0.08,0.04,0.01,0.0,4,0.23,valid
0.01,0.08,0.01,0.0,0.01,0.03,0.48,0.02,0.0,0.17,0.03,0.01,0.0,0.05,0.01,0.0,0.09,0.0,0.0,0.0,7,0.48,valid
0.03,0.13,0.0,0.01,0.0,0.33,0.01,0.03,0.03,0.07,0.02,0.18,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.0,8,0.33,invalid
0.03,0.01,0.01,0.0,0.08,0.07,0.11,0.08,0.02,0.04,0.03,0.01,0.01,0.11,0.04,0.03,0.18,0.12,0.0,0.02,2,0.18,invalid
0.0,0.0,0.02,0.04,0.0,0.13,0.09,0.04,0.0,0.24,0.01,0.01,0.01,0.11,0.03,0.12,0.04,0.11,0.0,0.0,6,0.24,valid
0.02,0.0,0.01,0.05,0.15,0.01,0.01,0.02,0.02,0.14,0.02,0.02,0.02,0.21,0.0,0.0,0.26,0.02,0.0,0.02,4,0.26,invalid
0.0,0.01,0.01,0.0,0.03,0.02,0.02,0.82,0.01,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,8,0.82,valid
0.0,0.03,0.0,0.08,0.01,0.02,0.0,0.71,0.01,0.01,0.03,0.03,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.01,8,0.71,valid
0.0,0.0,0.01,0.11,0.28,0.0,0.0,0.03,0.01,0.0,0.01,0.02,0.06,0.07,0.0,0.0,0.05,0.0,0.16,0.19,8,0.28,valid
0.04,0.02,0.0,0.04,0.01,0.07,0.01,0.34,0.06,0.08,0.0,0.04,0.0,0.06,0.05,0.03,0.07,0.03,0.03,0.02,3,0.34,invalid
0.0,0.0,0.0,0.43,0.08,0.02,0.0,0.01,0.0,0.01,0.0,0.14,0.17,0.01,0.0,0.0,0.03,0.0,0.07,0.03,9,0.43,invalid
0.0,0.07,0.02,0.02,0.01,0.13,0.03,0.01,0.08,0.09,0.02,0.0,0.02,0.05,0.0,0.09,0.33,0.0,0.03,0.0,5,0.33,invalid
0.0,0.0,0.0,0.01,0.05,0.09,0.0,0.01,0.0,0.59,0.0,0.01,0.0,0.1,0.01,0.0,0.1,0.0,0.03,0.0,10,0.59,valid
0.01,0.13,0.03,0.0,0.0,0.05,0.01,0.0,0.12,0.16,0.0,0.01,0.0,0.07,0.0,0.07,0.33,0.0,0.01,0.0,8,0.33,valid
0.0,0.0,0.0,0.15,0.0,0.02,0.01,0.42,0.0,0.03,0.0,0.11,0.19,0.01,0.0,0.0,0.0,0.0,0.01,0.05,10,0.42,invalid
0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.93,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,15,0.93,valid
0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.94,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.94,valid
0.01,0.0,0.02,0.01,0.02,0.0,0.0,0.83,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.03,0.0,0.01,0.02,8,0.83,invalid
0.01,0.0,0.0,0.01,0.0,0.07,0.07,0.01,0.0,0.76,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,10,0.76,invalid
0.02,0.0,0.0,0.01,0.07,0.09,0.0,0.5,0.0,0.01,0.01,0.25,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,10,0.5,valid
0.01,0.02,0.0,0.01,0.0,0.12,0.04,0.0,0.01,0.58,0.0,0.05,0.0,0.02,0.0,0.01,0.11,0.02,0.0,0.0,8,0.58,valid
0.17,0.0,0.0,0.0,0.01,0.1,0.06,0.02,0.01,0.18,0.12,0.01,0.0,0.08,0.0,0.05,0.17,0.0,0.02,0.0,7,0.18,invalid
0.0,0.03,0.05,0.03,0.08,0.06,0.0,0.48,0.0,0.04,0.01,0.05,0.0,0.05,0.01,0.01,0.08,0.01,0.01,0.0,5,0.48,invalid
0.0,0.0,0.0,0.77,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.03,0.01,0.0,0.0,0.05,0.0,0.03,0.01,10,0.77,invalid
0.03,0.0,0.02,0.07,0.03,0.07,0.01,0.02,0.0,0.36,0.03,0.02,0.05,0.09,0.06,0.01,0.06,0.04,0.02,0.01,2,0.36,valid
0.02,0.04,0.0,0.02,0.02,0.03,0.0,0.25,0.07,0.31,0.02,0.0,0.0,0.1,0.0,0.03,0.06,0.03,0.0,0.0,7,0.31,invalid
0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.66,0.0,0.01,0.02,0.04,0.0,0.08,0.06,0.0,0.04,0.0,0.03,0.01,7,0.66,valid
0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.82,0.0,0.0,0.02,0.03,0.01,0.04,0.0,0.01,0.0,0.0,0.0,0.01,10,0.82,invalid
